PC1,PC2,PC3,PC4,PC5,US_Open,HK_Close
2.8674038230182393,-1.6179471120554736,-0.9997225214473555,-1.0929553111556283,-0.9417578322134913,201.1100006103516,202.56410256410257
2.8535131183766422,-1.6563577396796176,-1.089033773165966,-1.0643913711345478,-0.883400841993609,200.32000732421875,201.64103190104169
3.055499628065909,-1.370967294167959,-0.6706932527156699,-1.407786847214209,-0.805512237643813,200.7100067138672,200.4102501502404
2.963971248455164,-1.665315793087907,-0.7095841184014915,-1.5667315557791863,-0.6821147874687794,201.1000061035156,202.6666729266827
3.11911174677759,-1.5905950406336102,-0.7943360796680062,-1.2427023724777497,-0.8594751355653447,203.7100067138672,205.3333302033253
3.029980254048514,-1.314334674379991,-0.919054169088746,-1.4683395436658755,-0.5024417327902577,205.75999450683597,207.1794871794872
3.1545889329960137,-1.1814736581394516,-1.3014371077731655,-1.1764261940696996,-0.5515955394228975,206.3300018310547,206.15384615384616
3.122082770850329,-1.6627585797289985,-1.1372121955296264,-1.3769543707890766,-0.4460465710950192,208.69000244140625,209.02564415564905
3.1638443768942484,-1.9228622772172166,-1.2613089501407542,-1.010423960809526,-0.7356394343944347,208.52999877929688,207.79487805488785
3.095423901764645,-2.085978569365201,-1.1253720767105564,-1.1079114612423593,-0.7109704515457055,209.6100006103516,210.05128518129007
3.160207570704503,-1.9781266055163218,-1.1342412858951947,-1.4709731691913235,-0.43047547079169,211.3500061035156,212.30769230769232
3.3166601057795635,-0.8842335200020606,-1.4389526515478004,-1.094678499472948,-0.44355062547161994,213.25,213.74358348357373
3.254696535360337,-2.0531684688813607,-1.1891409832855193,-1.2599224843086765,-0.5804565374836925,215.00999450683597,215.79486553485577
3.264745797443106,-2.3711597681483485,-1.1125634519485106,-1.353279300225356,-0.624885754396975,214.6499938964844,215.79486553485577
3.3209112952460567,-2.3053983492129118,-1.1168144920675422,-1.535246760621897,-0.5936577080412846,217.9900054931641,218.25641338641827
3.4324225806363975,-1.8873053550695247,-1.1278854373277827,-1.1259220300674189,-0.613297474056806,215.77999877929688,216.000006260016
3.416273368014994,-2.0395294927577514,-0.9202417472176994,-1.096578393222599,-0.9569954001394158,212.0,212.5128173828125
3.258299876725616,-2.14781974061804,-0.8305977467546959,-1.6233964379805697,-0.2573557085518136,216.6000061035156,215.3846153846154
3.502696895074019,-1.7406752545396509,-1.3069334418636473,-0.5636121762247681,-0.9191820334895227,216.3500061035156,217.43589743589743
3.5116380970436882,-1.9672940756246895,-0.9739178190350215,-0.7728469882403304,-0.48063745811538494,214.88999938964844,216.4102564102564
3.407971709693971,-1.8194865047776276,-0.8255742831382746,-1.041078035747908,-0.2247189758611123,217.63999938964844,218.0512883112981
3.3959760779599564,-2.1756033365069136,-0.8299503666560946,-0.5833779899573908,-0.5212723226765879,216.6000061035156,216.20513133513623
3.554372366955647,-1.3414604733250002,-0.8764667117128664,-1.1870762995752373,0.06818714106701737,221.5,221.1282113882212
3.4829801941991096,-1.940450800059743,-1.027198529327163,-1.0726352265936037,-0.058968243132764483,223.8999938964844,223.5897435897436
3.6914802045170623,-1.670476203334338,-0.9971799594033904,-1.5562384868266597,0.15315242023678627,228.80999755859372,228.5128236428285
